predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor
33.54101966249684,33.734255586866,59.36328831862332,1.0,33.54101966249684,1.0,31.064449134018133,33.37663853655727,33.734255586866,1.0,30.23243291566195,33.54101966249684,59.36328831862332,31.064449134018133,30.23243291566195,58.83026432033091,1.0,33.37663853655727,33.54101966249684,58.83026432033091
33.54101966249684,60.13318551349163,61.1310068623117,15.231546211727817,33.54101966249684,27.073972741361768,28.071337695236398,19.0,60.13318551349163,27.073972741361768,1.0,46.04345773288535,61.1310068623117,28.071337695236398,1.0,47.042533945356304,15.231546211727817,19.0,46.04345773288535,47.042533945356304
1.0,33.61547262794322,59.53990258641679,61.326992425847855,1.0,32.7566787083184,58.54912467321779,60.41522986797286,33.61547262794322,32.7566787083184,31.32091952673165,28.160255680657446,59.53990258641679,58.54912467321779,31.32091952673165,17.26267650163207,61.326992425847855,60.41522986797286,28.160255680657446,17.26267650163207
33.301651610693426,33.421549934136806,59.481089431852205,1.0,33.301651610693426,1.4142135623730951,31.064449134018133,32.64965543462902,33.421549934136806,1.4142135623730951,32.01562118716424,32.802438933713454,59.481089431852205,31.064449134018133,32.01562118716424,58.59180830116101,1.0,32.64965543462902,32.802438933713454,58.59180830116101
33.24154027718932,32.89376840679705,59.413803110051795,1.0,33.24154027718932,1.0,31.38470965295043,32.89376840679705,32.89376840679705,1.0,32.31098884280702,32.57299494980466,59.413803110051795,31.38470965295043,32.31098884280702,58.728187440104094,1.0,32.89376840679705,32.57299494980466,58.728187440104094
1.0,33.0,58.69412236331676,1.0,1.0,34.0,59.61543424315552,1.4142135623730951,33.0,34.0,31.144823004794873,33.015148038438355,58.69412236331676,59.61543424315552,31.144823004794873,58.309518948453004,1.0,1.4142135623730951,33.015148038438355,58.309518948453004
33.24154027718932,32.31098884280702,59.033888572581766,59.07622195096772,33.24154027718932,1.0,31.304951684997057,31.76476034853718,32.31098884280702,1.0,32.202484376209235,32.64965543462902,59.033888572581766,31.304951684997057,32.202484376209235,1.0,59.07622195096772,31.76476034853718,32.64965543462902,1.0
33.421549934136806,33.301651610693426,32.64965543462902,1.4142135623730951,33.421549934136806,1.4142135623730951,1.0,33.301651610693426,33.301651610693426,1.4142135623730951,1.0,33.24154027718932,32.64965543462902,1.0,1.0,32.55764119219941,1.4142135623730951,33.301651610693426,33.24154027718932,32.55764119219941
33.61547262794322,33.12099032335839,59.20304046246274,1.0,33.61547262794322,1.0,30.805843601498726,33.12099032335839,33.12099032335839,1.0,31.78049716414141,32.64965543462902,59.20304046246274,30.805843601498726,31.78049716414141,58.412327466040935,1.0,33.12099032335839,32.64965543462902,58.412327466040935
33.734255586866,33.54101966249684,59.36328831862332,2.0,33.734255586866,1.0,30.23243291566195,33.37663853655727,33.54101966249684,1.0,31.064449134018133,33.24154027718932,59.36328831862332,30.23243291566195,31.064449134018133,58.309518948453004,2.0,33.37663853655727,33.24154027718932,58.309518948453004
33.54101966249684,61.1310068623117,60.13318551349163,16.15549442140351,33.54101966249684,28.071337695236398,27.073972741361768,18.0,61.1310068623117,28.071337695236398,1.0,46.04345773288535,60.13318551349163,27.073972741361768,1.0,45.044422518220834,16.15549442140351,18.0,46.04345773288535,45.044422518220834
1.0,32.7566787083184,58.54912467321779,60.00833275470999,1.0,33.61547262794322,59.53990258641679,60.92618484691127,32.7566787083184,33.61547262794322,31.32091952673165,27.892651361962706,58.54912467321779,59.53990258641679,31.32091952673165,16.278820596099706,60.00833275470999,60.92618484691127,27.892651361962706,16.278820596099706
33.301651610693426,33.421549934136806,59.481089431852205,1.0,33.301651610693426,1.4142135623730951,31.064449134018133,32.64965543462902,33.421549934136806,1.4142135623730951,32.01562118716424,32.802438933713454,59.481089431852205,31.064449134018133,32.01562118716424,58.59180830116101,1.0,32.64965543462902,32.802438933713454,58.59180830116101
36.40054944640259,54.62600113499065,55.54277630799526,75.16648189186454,36.40054944640259,42.05948168962618,43.01162633521314,76.32168761236873,54.62600113499065,42.05948168962618,1.0,36.796738985948195,55.54277630799526,43.01162633521314,1.0,36.124783736376884,75.16648189186454,76.32168761236873,36.796738985948195,36.124783736376884
35.805027579936315,54.08326913195984,55.08175741568164,74.73285756613352,35.805027579936315,42.01190307520001,42.80186911806539,76.21679604916491,54.08326913195984,42.01190307520001,1.0,36.76955262170047,55.08175741568164,42.80186911806539,1.0,36.40054944640259,74.73285756613352,76.21679604916491,36.76955262170047,36.40054944640259
36.61966684720111,55.08175741568164,54.120236510939236,55.362442142665635,36.61966684720111,42.720018726587654,42.190046219457976,43.56604182158393,55.08175741568164,42.720018726587654,1.0,1.0,54.120236510939236,42.190046219457976,1.0,1.4142135623730951,55.362442142665635,43.56604182158393,1.0,1.4142135623730951
36.138621999185304,54.405882034941776,55.80322571321482,54.644304369257,36.138621999185304,41.97618372363071,43.174066289845804,41.23105625617661,54.405882034941776,41.97618372363071,1.4142135623730951,1.4142135623730951,55.80322571321482,43.174066289845804,1.4142135623730951,2.0,54.644304369257,41.23105625617661,1.4142135623730951,2.0
36.22154055254967,54.08326913195984,54.91812087098393,54.644304369257,36.22154055254967,41.43669871020132,42.42640687119285,41.30375285612676,54.08326913195984,41.43669871020132,1.0,1.0,54.91812087098393,42.42640687119285,1.0,1.4142135623730951,54.644304369257,41.30375285612676,1.0,1.4142135623730951
35.77708763999664,54.57105459856901,55.54277630799526,75.18643494673756,35.77708763999664,41.593268686170845,42.485291572496,75.82216034906945,54.57105459856901,41.593268686170845,1.0,36.89173349139343,55.54277630799526,42.485291572496,1.0,36.359317925395686,75.18643494673756,75.82216034906945,36.89173349139343,36.359317925395686
36.069377593742864,36.796738985948195,55.44366510251645,75.71657678474378,36.069377593742864,1.0,43.18564576337837,76.53757247260981,36.796738985948195,1.0,42.5205832509386,76.05918747922567,55.44366510251645,43.18564576337837,42.5205832509386,35.90264614203248,75.71657678474378,76.53757247260981,76.05918747922567,35.90264614203248
1.0,35.84689665786984,54.56189146281496,55.00909015790027,1.0,36.24913792078372,54.12947441089743,54.56189146281496,35.84689665786984,36.24913792078372,41.23105625617661,42.15447781671598,54.56189146281496,54.12947441089743,41.23105625617661,1.0,55.00909015790027,54.56189146281496,42.15447781671598,1.0
36.124783736376884,54.45181356024793,55.17245689653489,75.0,36.124783736376884,42.04759208325728,43.04648650006177,76.48529270389177,54.45181356024793,42.04759208325728,1.0,37.12142238654117,55.17245689653489,43.04648650006177,1.0,36.235341863986875,75.0,76.48529270389177,37.12142238654117,36.235341863986875
36.40054944640259,54.62600113499065,55.54277630799526,75.16648189186454,36.40054944640259,42.05948168962618,43.01162633521314,76.32168761236873,54.62600113499065,42.05948168962618,1.0,36.796738985948195,55.54277630799526,43.01162633521314,1.0,36.124783736376884,75.16648189186454,76.32168761236873,36.796738985948195,36.124783736376884
35.805027579936315,54.08326913195984,55.08175741568164,74.73285756613352,35.805027579936315,42.01190307520001,42.80186911806539,76.21679604916491,54.08326913195984,42.01190307520001,1.0,36.76955262170047,55.08175741568164,42.80186911806539,1.0,36.40054944640259,74.73285756613352,76.21679604916491,36.76955262170047,36.40054944640259
36.61966684720111,54.120236510939236,55.08175741568164,55.362442142665635,36.61966684720111,42.190046219457976,42.720018726587654,43.56604182158393,54.120236510939236,42.190046219457976,1.0,1.4142135623730951,55.08175741568164,42.720018726587654,1.0,1.0,55.362442142665635,43.56604182158393,1.4142135623730951,1.0
36.138621999185304,54.405882034941776,55.80322571321482,55.21775076911409,36.138621999185304,41.97618372363071,43.174066289845804,42.20189569201838,54.405882034941776,41.97618372363071,1.4142135623730951,1.0,55.80322571321482,43.174066289845804,1.4142135623730951,1.0,55.21775076911409,42.20189569201838,1.0,1.0
36.22154055254967,54.08326913195984,54.91812087098393,54.644304369257,36.22154055254967,41.43669871020132,42.42640687119285,41.30375285612676,54.08326913195984,41.43669871020132,1.0,1.0,54.91812087098393,42.42640687119285,1.0,1.4142135623730951,54.644304369257,41.30375285612676,1.0,1.4142135623730951
35.77708763999664,54.57105459856901,55.54277630799526,75.18643494673756,35.77708763999664,41.593268686170845,42.485291572496,75.82216034906945,54.57105459856901,41.593268686170845,1.0,36.89173349139343,55.54277630799526,42.485291572496,1.0,36.359317925395686,75.18643494673756,75.82216034906945,36.89173349139343,36.359317925395686
36.796738985948195,36.069377593742864,55.44366510251645,75.71657678474378,36.796738985948195,1.0,42.5205832509386,76.05918747922567,36.069377593742864,1.0,43.18564576337837,76.53757247260981,55.44366510251645,42.5205832509386,43.18564576337837,35.90264614203248,75.71657678474378,76.05918747922567,76.53757247260981,35.90264614203248
1.0,36.24913792078372,54.56189146281496,54.12947441089743,1.0,35.84689665786984,55.00909015790027,54.56189146281496,36.24913792078372,35.84689665786984,42.15447781671598,41.23105625617661,54.56189146281496,55.00909015790027,42.15447781671598,1.0,54.12947441089743,54.56189146281496,41.23105625617661,1.0
36.124783736376884,54.45181356024793,55.17245689653489,75.0,36.124783736376884,42.04759208325728,43.04648650006177,76.48529270389177,54.45181356024793,42.04759208325728,1.0,37.12142238654117,55.17245689653489,43.04648650006177,1.0,36.235341863986875,75.0,76.48529270389177,37.12142238654117,36.235341863986875
36.40054944640259,54.62600113499065,55.54277630799526,75.16648189186454,36.40054944640259,42.05948168962618,43.01162633521314,76.32168761236873,54.62600113499065,42.05948168962618,1.0,36.796738985948195,55.54277630799526,43.01162633521314,1.0,36.124783736376884,75.16648189186454,76.32168761236873,36.796738985948195,36.124783736376884
35.805027579936315,54.08326913195984,55.08175741568164,74.73285756613352,35.805027579936315,42.01190307520001,42.80186911806539,76.21679604916491,54.08326913195984,42.01190307520001,1.0,36.76955262170047,55.08175741568164,42.80186911806539,1.0,36.40054944640259,74.73285756613352,76.21679604916491,36.76955262170047,36.40054944640259
36.61966684720111,55.08175741568164,54.120236510939236,55.362442142665635,36.61966684720111,42.720018726587654,42.190046219457976,43.56604182158393,55.08175741568164,42.720018726587654,1.0,1.0,54.120236510939236,42.190046219457976,1.0,1.4142135623730951,55.362442142665635,43.56604182158393,1.0,1.4142135623730951
36.138621999185304,54.405882034941776,55.80322571321482,54.644304369257,36.138621999185304,41.97618372363071,43.174066289845804,41.23105625617661,54.405882034941776,41.97618372363071,1.4142135623730951,1.4142135623730951,55.80322571321482,43.174066289845804,1.4142135623730951,2.0,54.644304369257,41.23105625617661,1.4142135623730951,2.0
36.22154055254967,54.08326913195984,54.91812087098393,54.644304369257,36.22154055254967,41.43669871020132,42.42640687119285,41.30375285612676,54.08326913195984,41.43669871020132,1.0,1.0,54.91812087098393,42.42640687119285,1.0,1.4142135623730951,54.644304369257,41.30375285612676,1.0,1.4142135623730951
13.0,52.55473337388365,51.62363799656123,13.416407864998739,13.0,44.553338819890925,43.56604182158393,1.0,52.55473337388365,44.553338819890925,1.0,43.56604182158393,51.62363799656123,43.56604182158393,1.0,42.579337712087536,13.416407864998739,1.0,43.56604182158393,42.579337712087536
12.727922061357855,13.45362404707371,53.009433122794285,52.009614495783374,12.727922061357855,1.0,44.721359549995796,43.73785545725808,13.45362404707371,1.0,44.91102314577124,43.93176527297759,53.009433122794285,44.721359549995796,44.91102314577124,1.0,52.009614495783374,43.73785545725808,43.93176527297759,1.0
1.0,13.416407864998739,52.81098370604357,53.75872022286245,1.0,12.529964086141668,51.86520991955976,52.81098370604357,13.416407864998739,12.529964086141668,44.41846462902562,45.27692569068709,52.81098370604357,51.86520991955976,44.41846462902562,1.0,53.75872022286245,52.81098370604357,45.27692569068709,1.0
13.152946437965905,52.630789467763066,51.22499389946279,13.038404810405298,13.152946437965905,44.82186966202994,43.41658669218482,1.0,52.630789467763066,44.82186966202994,1.4142135623730951,44.04543109109048,51.22499389946279,43.41658669218482,1.4142135623730951,42.638011210655684,13.038404810405298,1.0,44.04543109109048,42.638011210655684
13.341664064126334,52.478567053607705,51.62363799656123,15.0,13.341664064126334,44.27188724235731,43.32435804486894,6.082762530298219,52.478567053607705,44.27188724235731,1.0,39.0,51.62363799656123,43.32435804486894,1.0,38.07886552931954,15.0,6.082762530298219,39.0,38.07886552931954
13.038404810405298,52.172789842982326,51.19570294468082,14.422205101855956,13.038404810405298,44.0,43.0,5.830951894845301,52.172789842982326,44.0,1.0,39.11521443121589,51.19570294468082,43.0,1.0,38.118237105091836,14.422205101855956,5.830951894845301,39.11521443121589,38.118237105091836
43.657759905886145,5.656854249492381,1.0,43.32435804486894,43.657759905886145,38.600518131237564,42.720018726587654,1.0,5.656854249492381,38.600518131237564,5.0,38.3275357934736,1.0,42.720018726587654,5.0,42.37924020083418,43.32435804486894,1.0,38.3275357934736,42.37924020083418
1.0,12.649110640673518,52.354560450833695,51.478150704935004,1.0,13.601470508735444,53.23532661682466,52.354560450833695,12.649110640673518,13.601470508735444,44.68780594300866,43.93176527297759,52.354560450833695,53.23532661682466,44.68780594300866,1.0,51.478150704935004,52.354560450833695,43.93176527297759,1.0
13.0,52.40229002629561,50.99019513592785,14.7648230602334,13.0,44.77722635447622,43.41658669218482,7.0,52.40229002629561,44.77722635447622,1.4142135623730951,38.8329756778952,50.99019513592785,43.41658669218482,1.4142135623730951,37.44329045369811,14.7648230602334,7.0,38.8329756778952,37.44329045369811
13.0,52.55473337388365,51.62363799656123,14.866068747318506,13.0,44.553338819890925,43.56604182158393,6.324555320336759,52.55473337388365,44.553338819890925,1.0,39.05124837953327,51.62363799656123,43.56604182158393,1.0,38.07886552931954,14.866068747318506,6.324555320336759,39.05124837953327,38.07886552931954
13.45362404707371,12.727922061357855,53.009433122794285,52.009614495783374,13.45362404707371,1.0,44.91102314577124,43.93176527297759,12.727922061357855,1.0,44.721359549995796,43.73785545725808,53.009433122794285,44.91102314577124,44.721359549995796,1.0,52.009614495783374,43.93176527297759,43.73785545725808,1.0
1.0,12.529964086141668,52.81098370604357,51.86520991955976,1.0,13.416407864998739,53.75872022286245,52.81098370604357,12.529964086141668,13.416407864998739,45.27692569068709,44.41846462902562,52.81098370604357,53.75872022286245,45.27692569068709,1.0,51.86520991955976,52.81098370604357,44.41846462902562,1.0
13.152946437965905,52.630789467763066,51.22499389946279,14.866068747318506,13.152946437965905,44.82186966202994,43.41658669218482,7.0710678118654755,52.630789467763066,44.82186966202994,1.4142135623730951,38.897300677553446,51.22499389946279,43.41658669218482,1.4142135623730951,37.48332962798263,14.866068747318506,7.0710678118654755,38.897300677553446,37.48332962798263
13.341664064126334,52.478567053607705,51.62363799656123,13.601470508735444,13.341664064126334,44.27188724235731,43.32435804486894,1.0,52.478567053607705,44.27188724235731,1.0,43.32435804486894,51.62363799656123,43.32435804486894,1.0,42.37924020083418,13.601470508735444,1.0,43.32435804486894,42.37924020083418
13.038404810405298,52.172789842982326,51.19570294468082,13.601470508735444,13.038404810405298,44.0,43.0,1.0,52.172789842982326,44.0,1.0,43.0,51.19570294468082,43.0,1.0,42.0,13.601470508735444,1.0,43.0,42.0
43.657759905886145,1.0,5.656854249492381,43.32435804486894,43.657759905886145,42.720018726587654,38.600518131237564,1.0,1.0,42.720018726587654,5.0,42.37924020083418,5.656854249492381,38.600518131237564,5.0,38.3275357934736,43.32435804486894,1.0,42.37924020083418,38.3275357934736
1.0,13.601470508735444,52.354560450833695,53.23532661682466,1.0,12.649110640673518,51.478150704935004,52.354560450833695,13.601470508735444,12.649110640673518,43.93176527297759,44.68780594300866,52.354560450833695,51.478150704935004,43.93176527297759,1.0,53.23532661682466,52.354560450833695,44.68780594300866,1.0
13.0,52.40229002629561,50.99019513592785,13.038404810405298,13.0,44.77722635447622,43.41658669218482,1.0,52.40229002629561,44.77722635447622,1.4142135623730951,43.9089968002003,50.99019513592785,43.41658669218482,1.4142135623730951,42.5440947723653,13.038404810405298,1.0,43.9089968002003,42.5440947723653
13.0,52.55473337388365,51.62363799656123,13.416407864998739,13.0,44.553338819890925,43.56604182158393,1.0,52.55473337388365,44.553338819890925,1.0,43.56604182158393,51.62363799656123,43.56604182158393,1.0,42.579337712087536,13.416407864998739,1.0,43.56604182158393,42.579337712087536
12.727922061357855,13.45362404707371,53.009433122794285,52.009614495783374,12.727922061357855,1.0,44.721359549995796,43.73785545725808,13.45362404707371,1.0,44.91102314577124,43.93176527297759,53.009433122794285,44.721359549995796,44.91102314577124,1.0,52.009614495783374,43.73785545725808,43.93176527297759,1.0
1.0,13.416407864998739,52.81098370604357,53.75872022286245,1.0,12.529964086141668,51.86520991955976,52.81098370604357,13.416407864998739,12.529964086141668,44.41846462902562,45.27692569068709,52.81098370604357,51.86520991955976,44.41846462902562,1.0,53.75872022286245,52.81098370604357,45.27692569068709,1.0
13.152946437965905,52.630789467763066,51.22499389946279,13.038404810405298,13.152946437965905,44.82186966202994,43.41658669218482,1.0,52.630789467763066,44.82186966202994,1.4142135623730951,44.04543109109048,51.22499389946279,43.41658669218482,1.4142135623730951,42.638011210655684,13.038404810405298,1.0,44.04543109109048,42.638011210655684
13.341664064126334,52.478567053607705,51.62363799656123,15.0,13.341664064126334,44.27188724235731,43.32435804486894,6.082762530298219,52.478567053607705,44.27188724235731,1.0,39.0,51.62363799656123,43.32435804486894,1.0,38.07886552931954,15.0,6.082762530298219,39.0,38.07886552931954
45.01110973970759,35.12833614050059,18.867962264113206,17.4928556845359,45.01110973970759,10.198039027185569,31.016124838541646,31.622776601683793,35.12833614050059,10.198039027185569,23.021728866442675,23.323807579381203,18.867962264113206,31.016124838541646,23.021728866442675,1.4142135623730951,17.4928556845359,31.622776601683793,23.323807579381203,1.4142135623730951
44.94441010848846,35.34119409414458,18.439088914585774,17.46424919657298,44.94441010848846,10.04987562112089,31.240998703626616,32.01562118716424,35.34119409414458,10.04987562112089,23.600847442411894,24.20743687382041,18.439088914585774,31.240998703626616,23.600847442411894,1.0,17.46424919657298,32.01562118716424,24.20743687382041,1.0
44.68780594300866,34.655446902326915,35.35533905932738,19.1049731745428,44.68780594300866,10.295630140987,9.848857801796104,30.886890422961002,34.655446902326915,10.295630140987,1.0,22.80350850198276,35.35533905932738,9.848857801796104,1.0,23.769728648009426,19.1049731745428,30.886890422961002,22.80350850198276,23.769728648009426
45.65084884205331,35.34119409414458,19.235384061671343,18.35755975068582,45.65084884205331,10.63014581273465,31.400636936215164,31.575306807693888,35.34119409414458,10.63014581273465,23.08679276123039,23.021728866442675,19.235384061671343,31.400636936215164,23.08679276123039,1.0,18.35755975068582,31.575306807693888,23.021728866442675,1.0
44.553338819890925,35.12833614050059,18.439088914585774,17.029386365926403,44.553338819890925,9.848857801796104,30.4138126514911,31.25699921617557,35.12833614050059,9.848857801796104,22.847319317591726,23.40939982143925,18.439088914585774,30.4138126514911,22.847319317591726,1.4142135623730951,17.029386365926403,31.25699921617557,23.40939982143925,1.4142135623730951
44.91102314577124,35.17101079013795,18.384776310850235,17.08800749063506,44.91102314577124,10.0,31.38470965295043,31.76476034853718,35.17101079013795,10.0,23.345235059857504,23.430749027719962,18.384776310850235,31.38470965295043,23.345235059857504,1.4142135623730951,17.08800749063506,31.76476034853718,23.430749027719962,1.4142135623730951
44.41846462902562,35.22782990761707,17.0,41.182520563948,44.41846462902562,9.486832980505138,31.144823004794873,22.20360331117452,35.22782990761707,9.486832980505138,23.323807579381203,18.35755975068582,17.0,31.144823004794873,23.323807579381203,36.124783736376884,41.182520563948,22.20360331117452,18.35755975068582,36.124783736376884
32.31098884280702,31.38470965295043,21.840329667841555,63.655321851358195,32.31098884280702,1.0,37.107950630558946,36.76955262170047,31.38470965295043,1.0,36.138621999185304,37.16180835212409,21.840329667841555,37.107950630558946,36.138621999185304,55.90169943749474,63.655321851358195,36.76955262170047,37.16180835212409,55.90169943749474
45.5411901469428,35.4400902933387,19.209372712298546,17.804493814764857,45.5411901469428,10.295630140987,31.0,32.01562118716424,35.4400902933387,10.295630140987,22.561028345356956,23.345235059857504,19.209372712298546,31.0,22.561028345356956,1.4142135623730951,17.804493814764857,32.01562118716424,23.345235059857504,1.4142135623730951
45.01110973970759,35.12833614050059,18.867962264113206,17.4928556845359,45.01110973970759,10.198039027185569,31.016124838541646,31.622776601683793,35.12833614050059,10.198039027185569,23.021728866442675,23.323807579381203,18.867962264113206,31.016124838541646,23.021728866442675,1.4142135623730951,17.4928556845359,31.622776601683793,23.323807579381203,1.4142135623730951
44.94441010848846,35.34119409414458,18.439088914585774,17.46424919657298,44.94441010848846,10.04987562112089,31.240998703626616,32.01562118716424,35.34119409414458,10.04987562112089,23.600847442411894,24.20743687382041,18.439088914585774,31.240998703626616,23.600847442411894,1.0,17.46424919657298,32.01562118716424,24.20743687382041,1.0
44.68780594300866,35.35533905932738,34.655446902326915,19.1049731745428,44.68780594300866,9.848857801796104,10.295630140987,30.886890422961002,35.35533905932738,9.848857801796104,1.0,23.769728648009426,34.655446902326915,10.295630140987,1.0,22.80350850198276,19.1049731745428,30.886890422961002,23.769728648009426,22.80350850198276
45.65084884205331,35.34119409414458,19.235384061671343,18.35755975068582,45.65084884205331,10.63014581273465,31.400636936215164,31.575306807693888,35.34119409414458,10.63014581273465,23.08679276123039,23.021728866442675,19.235384061671343,31.400636936215164,23.08679276123039,1.0,18.35755975068582,31.575306807693888,23.021728866442675,1.0
44.553338819890925,35.12833614050059,18.439088914585774,17.029386365926403,44.553338819890925,9.848857801796104,30.4138126514911,31.25699921617557,35.12833614050059,9.848857801796104,22.847319317591726,23.40939982143925,18.439088914585774,30.4138126514911,22.847319317591726,1.4142135623730951,17.029386365926403,31.25699921617557,23.40939982143925,1.4142135623730951
44.91102314577124,35.17101079013795,18.384776310850235,17.08800749063506,44.91102314577124,10.0,31.38470965295043,31.76476034853718,35.17101079013795,10.0,23.345235059857504,23.430749027719962,18.384776310850235,31.38470965295043,23.345235059857504,1.4142135623730951,17.08800749063506,31.76476034853718,23.430749027719962,1.4142135623730951
44.41846462902562,35.22782990761707,17.0,41.182520563948,44.41846462902562,9.486832980505138,31.144823004794873,22.20360331117452,35.22782990761707,9.486832980505138,23.323807579381203,18.35755975068582,17.0,31.144823004794873,23.323807579381203,36.124783736376884,41.182520563948,22.20360331117452,18.35755975068582,36.124783736376884
31.38470965295043,32.31098884280702,21.840329667841555,63.655321851358195,31.38470965295043,1.0,36.138621999185304,37.16180835212409,32.31098884280702,1.0,37.107950630558946,36.76955262170047,21.840329667841555,36.138621999185304,37.107950630558946,55.90169943749474,63.655321851358195,37.16180835212409,36.76955262170047,55.90169943749474
45.5411901469428,35.4400902933387,19.209372712298546,17.804493814764857,45.5411901469428,10.295630140987,31.0,32.01562118716424,35.4400902933387,10.295630140987,22.561028345356956,23.345235059857504,19.209372712298546,31.0,22.561028345356956,1.4142135623730951,17.804493814764857,32.01562118716424,23.345235059857504,1.4142135623730951
45.01110973970759,35.12833614050059,18.867962264113206,17.4928556845359,45.01110973970759,10.198039027185569,31.016124838541646,31.622776601683793,35.12833614050059,10.198039027185569,23.021728866442675,23.323807579381203,18.867962264113206,31.016124838541646,23.021728866442675,1.4142135623730951,17.4928556845359,31.622776601683793,23.323807579381203,1.4142135623730951
44.94441010848846,35.34119409414458,18.439088914585774,17.46424919657298,44.94441010848846,10.04987562112089,31.240998703626616,32.01562118716424,35.34119409414458,10.04987562112089,23.600847442411894,24.20743687382041,18.439088914585774,31.240998703626616,23.600847442411894,1.0,17.46424919657298,32.01562118716424,24.20743687382041,1.0
44.68780594300866,34.655446902326915,35.35533905932738,19.1049731745428,44.68780594300866,10.295630140987,9.848857801796104,30.886890422961002,34.655446902326915,10.295630140987,1.0,22.80350850198276,35.35533905932738,9.848857801796104,1.0,23.769728648009426,19.1049731745428,30.886890422961002,22.80350850198276,23.769728648009426
45.65084884205331,35.34119409414458,19.235384061671343,18.35755975068582,45.65084884205331,10.63014581273465,31.400636936215164,31.575306807693888,35.34119409414458,10.63014581273465,23.08679276123039,23.021728866442675,19.235384061671343,31.400636936215164,23.08679276123039,1.0,18.35755975068582,31.575306807693888,23.021728866442675,1.0
44.553338819890925,35.12833614050059,18.439088914585774,17.029386365926403,44.553338819890925,9.848857801796104,30.4138126514911,31.25699921617557,35.12833614050059,9.848857801796104,22.847319317591726,23.40939982143925,18.439088914585774,30.4138126514911,22.847319317591726,1.4142135623730951,17.029386365926403,31.25699921617557,23.40939982143925,1.4142135623730951
5.830951894845301,53.41348144429457,1.0,24.758836806279895,5.830951894845301,55.758407437802596,6.708203932499369,26.627053911388696,53.41348144429457,55.758407437802596,52.630789467763066,29.154759474226502,1.0,6.708203932499369,52.630789467763066,24.08318915758459,24.758836806279895,26.627053911388696,29.154759474226502,24.08318915758459
