,predictor,predictor.1,predictor.2,predictor.3,predictor.4,predictor.5,predictor.6,predictor.7,predictor.8,predictor.9,predictor.10,predictor.11,predictor.12,predictor.13,predictor.14,predictor.15,predictor.16,predictor.17,predictor.18,predictor.19,outcomes
0,0.065944834611196,0.0640868597219022,0.0646354844339501,0.1147878634110647,0.065944834611196,0.0019279148675875,0.0027264833528429,0.0598896133388894,0.0640868597219022,0.0019279148675875,0.0019279148675875,0.0615122682066343,0.0646354844339501,0.0027264833528429,0.0019279148675875,0.0625607631883451,0.1147878634110647,0.0598896133388894,0.0615122682066343,0.0625607631883451,1
1,0.0640868597219022,0.065944834611196,0.0646354844339501,0.1147878634110647,0.0640868597219022,0.0019279148675875,0.0019279148675875,0.0615122682066343,0.065944834611196,0.0019279148675875,0.0027264833528429,0.0598896133388894,0.0646354844339501,0.0019279148675875,0.0027264833528429,0.0625607631883451,0.1147878634110647,0.0615122682066343,0.0598896133388894,0.0625607631883451,1
2,0.0644336993586717,0.067081177899305,0.0653956670969773,0.1151738179636292,0.0644336993586717,0.0027512163923021,0.0019454037675084,0.0618258989164117,0.067081177899305,0.0027512163923021,0.0019454037675084,0.0595179106340545,0.0653956670969773,0.0019454037675084,0.0019454037675084,0.0599298042036311,0.1151738179636292,0.0618258989164117,0.0595179106340545,0.0599298042036311,1
3,0.0653956670969773,0.067081177899305,0.0644336993586717,0.1151738179636292,0.0653956670969773,0.0019454037675084,0.0019454037675084,0.0599298042036311,0.067081177899305,0.0019454037675084,0.0027512163923021,0.0595179106340545,0.0644336993586717,0.0019454037675084,0.0027512163923021,0.0618258989164117,0.1151738179636292,0.0599298042036311,0.0595179106340545,0.0618258989164117,1
4,0.0646354844339501,0.065944834611196,0.0640868597219022,0.1147878634110647,0.0646354844339501,0.0027264833528429,0.0019279148675875,0.0625607631883451,0.065944834611196,0.0027264833528429,0.0019279148675875,0.0598896133388894,0.0640868597219022,0.0019279148675875,0.0019279148675875,0.0615122682066343,0.1147878634110647,0.0625607631883451,0.0598896133388894,0.0615122682066343,1
5,0.0646354844339501,0.0640868597219022,0.065944834611196,0.1147878634110647,0.0646354844339501,0.0019279148675875,0.0027264833528429,0.0625607631883451,0.0640868597219022,0.0019279148675875,0.0019279148675875,0.0615122682066343,0.065944834611196,0.0027264833528429,0.0019279148675875,0.0598896133388894,0.1147878634110647,0.0625607631883451,0.0615122682066343,0.0598896133388894,1
6,0.0644336993586717,0.0653956670969773,0.067081177899305,0.1151738179636292,0.0644336993586717,0.0019454037675084,0.0027512163923021,0.0618258989164117,0.0653956670969773,0.0019454037675084,0.0019454037675084,0.0599298042036311,0.067081177899305,0.0027512163923021,0.0019454037675084,0.0595179106340545,0.1151738179636292,0.0618258989164117,0.0599298042036311,0.0595179106340545,1
7,0.0644336993586717,0.0653956670969773,0.067081177899305,0.1151738179636292,0.0644336993586717,0.0019454037675084,0.0027512163923021,0.0618258989164117,0.0653956670969773,0.0019454037675084,0.0019454037675084,0.0599298042036311,0.067081177899305,0.0027512163923021,0.0019454037675084,0.0595179106340545,0.1151738179636292,0.0618258989164117,0.0599298042036311,0.0595179106340545,1
8,0.0646354844339501,0.0640868597219022,0.065944834611196,0.1147878634110647,0.0646354844339501,0.0019279148675875,0.0027264833528429,0.0625607631883451,0.0640868597219022,0.0019279148675875,0.0019279148675875,0.0615122682066343,0.065944834611196,0.0027264833528429,0.0019279148675875,0.0598896133388894,0.1147878634110647,0.0625607631883451,0.0615122682066343,0.0598896133388894,1
9,0.0646354844339501,0.065944834611196,0.0640868597219022,0.1147878634110647,0.0646354844339501,0.0027264833528429,0.0019279148675875,0.0625607631883451,0.065944834611196,0.0027264833528429,0.0019279148675875,0.0598896133388894,0.0640868597219022,0.0019279148675875,0.0019279148675875,0.0615122682066343,0.1147878634110647,0.0625607631883451,0.0598896133388894,0.0615122682066343,1
10,0.0654341508246919,0.0675556811900093,0.11981064768334,0.0647879656262339,0.0654341508246919,0.0022248278738769,0.0582293178891884,0.0022248278738769,0.0675556811900093,0.0022248278738769,0.0567222037164184,0.0031463817531824,0.11981064768334,0.0582293178891884,0.0567222037164184,0.0598639955691814,0.0647879656262339,0.0022248278738769,0.0031463817531824,0.0598639955691814,2
11,0.0654341508246919,0.0675556811900093,0.11981064768334,0.0647879656262339,0.0654341508246919,0.0022248278738769,0.0582293178891884,0.0022248278738769,0.0675556811900093,0.0022248278738769,0.0567222037164184,0.0031463817531824,0.11981064768334,0.0582293178891884,0.0567222037164184,0.0598639955691814,0.0647879656262339,0.0022248278738769,0.0031463817531824,0.0598639955691814,2
12,0.066359290746718,0.0648606313049595,0.06786153568249,0.120416440124571,0.066359290746718,0.0015777486569237,0.0015777486569237,0.0580560055142546,0.0648606313049595,0.0015777486569237,0.0031554973138475,0.0591392729775809,0.06786153568249,0.0015777486569237,0.0031554973138475,0.0569958290217306,0.120416440124571,0.0580560055142546,0.0591392729775809,0.0569958290217306,2
13,0.0648606313049595,0.066359290746718,0.06786153568249,0.120416440124571,0.0648606313049595,0.0015777486569237,0.0031554973138475,0.0591392729775809,0.066359290746718,0.0015777486569237,0.0015777486569237,0.0580560055142546,0.06786153568249,0.0031554973138475,0.0015777486569237,0.0569958290217306,0.120416440124571,0.0591392729775809,0.0580560055142546,0.0569958290217306,2
14,0.0657518847684382,0.0678837168218077,0.1203924220184761,0.0664888882463816,0.0657518847684382,0.0022356311520675,0.058512066737938,0.0015808299478588,0.0678837168218077,0.0022356311520675,0.0569976343479411,0.0015808299478588,0.1203924220184761,0.058512066737938,0.0569976343479411,0.0585760960112319,0.0664888882463816,0.0015808299478588,0.0015808299478588,0.0585760960112319,2
15,0.0657518847684382,0.0678837168218077,0.1203924220184761,0.0664888882463816,0.0657518847684382,0.0022356311520675,0.058512066737938,0.0015808299478588,0.0678837168218077,0.0022356311520675,0.0569976343479411,0.0015808299478588,0.1203924220184761,0.058512066737938,0.0569976343479411,0.0585760960112319,0.0664888882463816,0.0015808299478588,0.0015808299478588,0.0585760960112319,2
16,0.0648606313049595,0.066359290746718,0.06786153568249,0.120416440124571,0.0648606313049595,0.0015777486569237,0.0031554973138475,0.0591392729775809,0.066359290746718,0.0015777486569237,0.0015777486569237,0.0580560055142546,0.06786153568249,0.0031554973138475,0.0015777486569237,0.0569958290217306,0.120416440124571,0.0591392729775809,0.0580560055142546,0.0569958290217306,2
17,0.0648606313049595,0.066359290746718,0.06786153568249,0.120416440124571,0.0648606313049595,0.0015777486569237,0.0031554973138475,0.0591392729775809,0.066359290746718,0.0015777486569237,0.0015777486569237,0.0580560055142546,0.06786153568249,0.0031554973138475,0.0015777486569237,0.0569958290217306,0.120416440124571,0.0591392729775809,0.0580560055142546,0.0569958290217306,2
18,0.0657518847684382,0.0678837168218077,0.1203924220184761,0.0664888882463816,0.0657518847684382,0.0022356311520675,0.058512066737938,0.0015808299478588,0.0678837168218077,0.0022356311520675,0.0569976343479411,0.0015808299478588,0.1203924220184761,0.058512066737938,0.0569976343479411,0.0585760960112319,0.0664888882463816,0.0015808299478588,0.0015808299478588,0.0585760960112319,2
19,0.0657518847684382,0.0678837168218077,0.1203924220184761,0.0664888882463816,0.0657518847684382,0.0022356311520675,0.058512066737938,0.0015808299478588,0.0678837168218077,0.0022356311520675,0.0569976343479411,0.0015808299478588,0.1203924220184761,0.058512066737938,0.0569976343479411,0.0585760960112319,0.0664888882463816,0.0015808299478588,0.0015808299478588,0.0585760960112319,2
20,0.0020334295998572,0.0264345847981447,0.0283223970011314,0.106536963766786,0.0020334295998572,0.0245700233391436,0.0264345847981447,0.1046771953893291,0.0264345847981447,0.0245700233391436,0.0020334295998572,0.0902989283928631,0.0283223970011314,0.0264345847981447,0.0020334295998572,0.0886584633147424,0.106536963766786,0.1046771953893291,0.0902989283928631,0.0886584633147424,3
21,0.0020052660176808,0.0260684582298514,0.0242297214809249,0.1050613963145952,0.0020052660176808,0.027930123693302,0.0260684582298514,0.106901557052898,0.0260684582298514,0.027930123693302,0.0020052660176808,0.0890482623799298,0.0242297214809249,0.0260684582298514,0.0020052660176808,0.0906814905832851,0.1050613963145952,0.106901557052898,0.0890482623799298,0.0906814905832851,3
22,0.0211823299105678,0.0856332077451947,0.0841160716328372,0.0218608290470107,0.0211823299105678,0.0725956555000182,0.0709869439047988,0.0016294099931206,0.0856332077451947,0.0725956555000182,0.0016294099931206,0.0709869439047988,0.0841160716328372,0.0709869439047988,0.0016294099931206,0.0693791983685322,0.0218608290470107,0.0016294099931206,0.0709869439047988,0.0693791983685322,3
23,0.0213226661357513,0.0862005410449807,0.084673353670274,0.0233116943009547,0.0213226661357513,0.0730766129915033,0.0714572434321395,0.0110028302171706,0.0862005410449807,0.0730766129915033,0.0016402050873654,0.064449833925222,0.084673353670274,0.0714572434321395,0.0016402050873654,0.0628650191946382,0.0233116943009547,0.0110028302171706,0.064449833925222,0.0628650191946382,3
24,0.0020334295998572,0.0264345847981447,0.0283223970011314,0.106536963766786,0.0020334295998572,0.0245700233391436,0.0264345847981447,0.1046771953893291,0.0264345847981447,0.0245700233391436,0.0020334295998572,0.0902989283928631,0.0283223970011314,0.0264345847981447,0.0020334295998572,0.0886584633147424,0.106536963766786,0.1046771953893291,0.0902989283928631,0.0886584633147424,3
25,0.0020052660176808,0.0260684582298514,0.0242297214809249,0.1050613963145952,0.0020052660176808,0.027930123693302,0.0260684582298514,0.106901557052898,0.0260684582298514,0.027930123693302,0.0020052660176808,0.0890482623799298,0.0242297214809249,0.0260684582298514,0.0020052660176808,0.0906814905832851,0.1050613963145952,0.106901557052898,0.0890482623799298,0.0906814905832851,3
26,0.0213381663084434,0.0862632031559872,0.0847349056167312,0.0244011267140797,0.0213381663084434,0.0731297348719433,0.0715091881376586,0.0103811087117151,0.0862632031559872,0.0731297348719433,0.0016413974083418,0.064098617882678,0.0847349056167312,0.0715091881376586,0.0016413974083418,0.0625025511924212,0.0244011267140797,0.0103811087117151,0.064098617882678,0.0625025511924212,3
27,0.0213381663084434,0.0862632031559872,0.0847349056167312,0.0244011267140797,0.0213381663084434,0.0731297348719433,0.0715091881376586,0.0103811087117151,0.0862632031559872,0.0731297348719433,0.0016413974083418,0.064098617882678,0.0847349056167312,0.0715091881376586,0.0016413974083418,0.0625025511924212,0.0244011267140797,0.0103811087117151,0.064098617882678,0.0625025511924212,3
