predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor,predictor
0.13260869565217392,0.11956521739130435,0.1,0.030434782608695653,0.12391304347826088,0.1108695652173913,0.13260869565217392,0.11739130434782609,0.10217391304347827,0.030434782608695653
0.13135593220338984,0.13135593220338984,0.13135593220338984,0.13347457627118645,0.13983050847457626,0.1059322033898305,0.07838983050847458,0.03389830508474576,0.07838983050847458,0.036016949152542374
0.15299334811529933,0.12638580931263857,0.15299334811529933,0.0975609756097561,0.06651884700665188,0.04878048780487805,0.06873614190687362,0.050997782705099776,0.13747228381374724,0.0975609756097561
0.167420814479638,0.11085972850678733,0.15610859728506787,0.083710407239819,0.05656108597285068,0.06787330316742081,0.058823529411764705,0.06787330316742081,0.1425339366515837,0.08823529411764706
0.1743119266055046,0.09174311926605505,0.1536697247706422,0.06880733944954129,0.1536697247706422,0.07110091743119266,0.052752293577981654,0.08944954128440367,0.05504587155963303,0.08944954128440367
0.16666666666666666,0.06981981981981981,0.16891891891891891,0.06981981981981981,0.14189189189189189,0.05630630630630631,0.05405405405405406,0.10810810810810811,0.05630630630630631,0.10810810810810811
0.16470588235294117,0.05411764705882353,0.13411764705882354,0.04941176470588235,0.06823529411764706,0.13176470588235295,0.07058823529411765,0.12941176470588237,0.13176470588235295,0.06588235294117648
0.15144230769230768,0.040865384615384616,0.1201923076923077,0.04807692307692308,0.08653846153846154,0.14903846153846154,0.08653846153846154,0.1466346153846154,0.1201923076923077,0.05048076923076923
0.13189448441247004,0.03357314148681055,0.10551558752997602,0.050359712230215826,0.10551558752997602,0.15587529976019185,0.10551558752997602,0.15347721822541965,0.10551558752997602,0.05275779376498801
0.08837209302325581,0.05581395348837209,0.12325581395348838,0.1511627906976744,0.08837209302325581,0.05813953488372093,0.09767441860465116,0.06511627906976744,0.12093023255813953,0.1511627906976744
0.08851674641148326,0.03827751196172249,0.08851674641148326,0.04066985645933014,0.07894736842105263,0.06937799043062201,0.14832535885167464,0.14832535885167464,0.14832535885167464,0.1507177033492823
0.06928406466512702,0.050808314087759814,0.06928406466512702,0.08083140877598152,0.15935334872979215,0.13163972286374134,0.15704387990762125,0.12933025404157045,0.07159353348729793,0.08083140877598152
0.056179775280898875,0.06741573033707865,0.06741573033707865,0.09438202247191012,0.1662921348314607,0.1101123595505618,0.16404494382022472,0.1101123595505618,0.0696629213483146,0.09438202247191012
0.05066079295154185,0.08590308370044053,0.07048458149779736,0.10572687224669604,0.07048458149779736,0.10792951541850221,0.16740088105726872,0.0881057268722467,0.16519823788546256,0.0881057268722467
0.053811659192825115,0.10762331838565023,0.05605381165919283,0.10762331838565023,0.08071748878923767,0.1210762331838565,0.16591928251121077,0.06950672645739911,0.1681614349775785,0.06950672645739911
0.06170212765957447,0.11914893617021277,0.08936170212765958,0.12340425531914893,0.14893617021276595,0.04893617021276596,0.14680851063829786,0.05106382978723404,0.08936170212765958,0.12127659574468085
0.07692307692307693,0.13247863247863248,0.1047008547008547,0.12606837606837606,0.1346153846153846,0.03632478632478633,0.1346153846153846,0.038461538461538464,0.10256410256410256,0.11324786324786325
0.17042606516290726,0.09273182957393483,0.05764411027568922,0.09523809523809523,0.08270676691729323,0.10025062656641603,0.13032581453634084,0.06766917293233082,0.13283208020050125,0.07017543859649122
0.16541353383458646,0.07769423558897243,0.06015037593984962,0.11779448621553884,0.08521303258145363,0.11528822055137844,0.12030075187969924,0.06766917293233082,0.12280701754385964,0.06766917293233082
0.1486810551558753,0.06235011990407674,0.0671462829736211,0.13189448441247004,0.08872901678657075,0.11990407673860912,0.08872901678657075,0.1223021582733813,0.10311750599520383,0.0671462829736211
0.13734939759036144,0.05301204819277108,0.08433734939759036,0.1493975903614458,0.10120481927710843,0.13012048192771083,0.0963855421686747,0.0746987951807229,0.09879518072289156,0.0746987951807229
0.11682242990654206,0.04906542056074766,0.10046728971962617,0.15186915887850466,0.10981308411214953,0.1308411214953271,0.08878504672897196,0.08177570093457943,0.0911214953271028,0.0794392523364486
0.09865470852017937,0.04932735426008968,0.11883408071748879,0.14798206278026907,0.11883408071748879,0.12556053811659193,0.08295964125560538,0.08744394618834081,0.08520179372197309,0.08520179372197309
0.07630522088353414,0.050200803212851405,0.12248995983935743,0.12650602409638553,0.11646586345381527,0.10843373493975904,0.07630522088353414,0.08433734939759036,0.14859437751004015,0.09036144578313253
0.15436241610738255,0.1297539149888143,0.087248322147651,0.1029082774049217,0.0894854586129754,0.1029082774049217,0.16778523489932887,0.08277404921700224,0.05592841163310962,0.026845637583892617
0.0640495867768595,0.07231404958677685,0.15289256198347106,0.10330578512396695,0.13429752066115702,0.09297520661157024,0.08884297520661157,0.10330578512396695,0.08677685950413223,0.1012396694214876
0.06313645621181263,0.0855397148676171,0.15478615071283094,0.0835030549898167,0.13441955193482688,0.07942973523421588,0.09572301425661914,0.10590631364562118,0.09368635437881874,0.10386965376782077
0.06720977596741344,0.09775967413441955,0.15274949083503056,0.06517311608961303,0.13238289205702647,0.06720977596741344,0.10386965376782077,0.10590631364562118,0.10183299389002037,0.10590631364562118
0.07822410147991543,0.11205073995771671,0.15010570824524314,0.0507399577167019,0.13107822410147993,0.05919661733615222,0.13107822410147993,0.0613107822410148,0.11839323467230443,0.10782241014799154
0.08842105263157894,0.12,0.13473684210526315,0.035789473684210524,0.12,0.05263157894736842,0.12421052631578948,0.10105263157894737,0.12210526315789473,0.10105263157894737
0.10606060606060606,0.12554112554112554,0.12121212121212122,0.030303030303030304,0.11255411255411256,0.049783549783549784,0.13203463203463203,0.09523809523809523,0.12987012987012986,0.09740259740259741
0.12387387387387387,0.12837837837837837,0.1036036036036036,0.02927927927927928,0.1036036036036036,0.0518018018018018,0.13963963963963963,0.09009009009009009,0.1373873873873874,0.09234234234234234
0.1556122448979592,0.1377551020408163,0.09693877551020408,0.04081632653061224,0.10459183673469388,0.06377551020408163,0.1556122448979592,0.09438775510204081,0.06377551020408163,0.08673469387755102
0.06772009029345373,0.04740406320541761,0.13318284424379231,0.0744920993227991,0.13544018058690746,0.0744920993227991,0.05417607223476298,0.09480812641083522,0.1670428893905192,0.15124153498871332
0.16748768472906403,0.10837438423645321,0.06157635467980296,0.07142857142857142,0.08374384236453201,0.08374384236453201,0.13793103448275862,0.07142857142857142,0.14039408866995073,0.07389162561576355
0.17042606516290726,0.09273182957393483,0.05764411027568922,0.09523809523809523,0.08270676691729323,0.10025062656641603,0.13032581453634084,0.06766917293233082,0.13283208020050125,0.07017543859649122
0.16541353383458646,0.07769423558897243,0.06015037593984962,0.11779448621553884,0.08521303258145363,0.11528822055137844,0.12030075187969924,0.06766917293233082,0.12280701754385964,0.06766917293233082
0.1486810551558753,0.06235011990407674,0.0671462829736211,0.13189448441247004,0.08872901678657075,0.11990407673860912,0.08872901678657075,0.1223021582733813,0.10311750599520383,0.0671462829736211
0.13734939759036144,0.05301204819277108,0.08433734939759036,0.1493975903614458,0.10120481927710843,0.13012048192771083,0.0963855421686747,0.0746987951807229,0.09879518072289156,0.0746987951807229
0.11682242990654206,0.04906542056074766,0.10046728971962617,0.15186915887850466,0.10981308411214953,0.1308411214953271,0.08878504672897196,0.08177570093457943,0.0911214953271028,0.0794392523364486
0.08908685968819599,0.062360801781737196,0.0957683741648107,0.051224944320712694,0.16258351893095768,0.155902004454343,0.08908685968819599,0.0645879732739421,0.1291759465478842,0.10022271714922049
0.08295964125560538,0.07174887892376682,0.08520179372197309,0.05829596412556054,0.18385650224215247,0.13452914798206278,0.08295964125560538,0.07399103139013453,0.13228699551569506,0.09417040358744394
0.07990867579908675,0.08447488584474885,0.0776255707762557,0.07077625570776255,0.19863013698630136,0.1095890410958904,0.11643835616438356,0.01141552511415525,0.09360730593607305,0.15753424657534246
0.09259259259259259,0.1111111111111111,0.08465608465608465,0.09788359788359788,0.15343915343915343,0.09259259259259259,0.15608465608465608,0.09259259259259259,0.10317460317460317,0.015873015873015872
0.08314087759815242,0.10854503464203233,0.08545034642032333,0.10854503464203233,0.07390300230946882,0.09930715935334873,0.19399538106235567,0.050808314087759814,0.08775981524249422,0.10854503464203233
0.09195402298850575,0.11724137931034483,0.07816091954022988,0.11264367816091954,0.1724137931034483,0.02528735632183908,0.09425287356321839,0.11724137931034483,0.12183908045977011,0.06896551724137931
0.15130023640661938,0.009456264775413711,0.10638297872340426,0.12529550827423167,0.1182033096926714,0.06855791962174941,0.037825059101654845,0.07565011820330969,0.18203309692671396,0.12529550827423167
0.10114942528735632,0.12873563218390804,0.11724137931034483,0.0022988505747126436,0.11494252873563218,0.12183908045977011,0.11494252873563218,0.12413793103448276,0.10574712643678161,0.06896551724137931
0.11312217194570136,0.12895927601809956,0.08597285067873303,0.006787330316742082,0.1244343891402715,0.11990950226244344,0.042986425339366516,0.12669683257918551,0.17873303167420815,0.07239819004524888
0.13378684807256236,0.11564625850340136,0.12698412698412698,0.12698412698412698,0.05895691609977324,0.02040816326530612,0.13378684807256236,0.11337868480725624,0.09297052154195011,0.07709750566893424
0.13963963963963963,0.10585585585585586,0.1373873873873874,0.11936936936936937,0.038288288288288286,0.04279279279279279,0.13963963963963963,0.1036036036036036,0.09009009009009009,0.08333333333333333
0.1415929203539823,0.09292035398230089,0.14380530973451328,0.10619469026548672,0.02654867256637168,0.06858407079646017,0.10619469026548672,0.16371681415929204,0.12831858407079647,0.022123893805309734
0.125,0.072265625,0.130859375,0.08203125,0.078125,0.0859375,0.080078125,0.0859375,0.1171875,0.142578125
0.13566739606126915,0.0700218818380744,0.13785557986870897,0.0700218818380744,0.14660831509846828,0.0787746170678337,0.03282275711159737,0.12472647702407003,0.13347921225382933,0.0700218818380744
0.12967032967032968,0.06153846153846154,0.14285714285714285,0.06593406593406594,0.05274725274725275,0.14945054945054945,0.12747252747252746,0.06153846153846154,0.1010989010989011,0.1076923076923077
0.07510729613733906,0.1609442060085837,0.11587982832618025,0.055793991416309016,0.10515021459227468,0.1072961373390558,0.1781115879828326,0.10085836909871244,0.045064377682403435,0.055793991416309016
0.1211453744493392,0.05066079295154185,0.10572687224669604,0.17180616740088106,0.10792951541850221,0.05506607929515418,0.10792951541850221,0.05726872246696035,0.1145374449339207,0.10792951541850221
0.109375,0.049107142857142856,0.13616071428571427,0.16964285714285715,0.09821428571428571,0.05803571428571429,0.17857142857142858,0.05133928571428571,0.044642857142857144,0.10491071428571429
0.08908685968819599,0.062360801781737196,0.0957683741648107,0.051224944320712694,0.16258351893095768,0.155902004454343,0.08908685968819599,0.0645879732739421,0.1291759465478842,0.10022271714922049
0.08295964125560538,0.07174887892376682,0.08520179372197309,0.05829596412556054,0.18385650224215247,0.13452914798206278,0.08295964125560538,0.07399103139013453,0.13228699551569506,0.09417040358744394
0.07990867579908675,0.08447488584474885,0.0776255707762557,0.07077625570776255,0.19863013698630136,0.1095890410958904,0.11643835616438356,0.01141552511415525,0.09360730593607305,0.15753424657534246
0.09259259259259259,0.1111111111111111,0.08465608465608465,0.09788359788359788,0.15343915343915343,0.09259259259259259,0.15608465608465608,0.09259259259259259,0.10317460317460317,0.015873015873015872
0.08314087759815242,0.10854503464203233,0.08545034642032333,0.10854503464203233,0.07390300230946882,0.09930715935334873,0.19399538106235567,0.050808314087759814,0.08775981524249422,0.10854503464203233
0.08385744234800839,0.0440251572327044,0.1320754716981132,0.10272536687631027,0.09643605870020965,0.1069182389937107,0.09014675052410902,0.1488469601677149,0.09643605870020965,0.09853249475890985
0.06732673267326733,0.04950495049504951,0.12871287128712872,0.08712871287128712,0.1306930693069307,0.08712871287128712,0.09900990099009901,0.10297029702970296,0.10693069306930693,0.1405940594059406
0.14132762312633834,0.08137044967880086,0.11563169164882227,0.10920770877944326,0.139186295503212,0.145610278372591,0.06423982869379015,0.06638115631691649,0.027837259100642397,0.10920770877944326
0.053406998158379376,0.0718232044198895,0.10681399631675875,0.08839779005524862,0.13443830570902393,0.11233885819521179,0.13627992633517497,0.11233885819521179,0.09944751381215469,0.0847145488029466
0.06,0.092,0.122,0.056,0.12,0.09,0.158,0.102,0.112,0.088
0.06693711967545639,0.10547667342799188,0.12373225152129817,0.08316430020283976,0.1663286004056795,0.08113590263691683,0.11764705882352941,0.08519269776876268,0.06490872210953347,0.10547667342799188
0.080338266384778,0.12050739957716702,0.10782241014799154,0.048625792811839326,0.12896405919661733,0.07822410147991543,0.16913319238900634,0.0613107822410148,0.1226215644820296,0.0824524312896406
0.09414225941422594,0.12552301255230125,0.12343096234309624,0.06903765690376569,0.12552301255230125,0.06903765690376569,0.15690376569037656,0.04184100418410042,0.1192468619246862,0.07531380753138076
0.12037037037037036,0.1388888888888889,0.09259259259259259,0.06018518518518518,0.13194444444444445,0.06944444444444445,0.1527777777777778,0.027777777777777776,0.12731481481481483,0.0787037037037037
0.14285714285714285,0.14043583535108958,0.08716707021791767,0.07263922518159806,0.12832929782082325,0.06779661016949153,0.13559322033898305,0.01937046004842615,0.12832929782082325,0.0774818401937046
0.16883116883116883,0.14025974025974025,0.08571428571428572,0.09090909090909091,0.08831168831168831,0.09090909090909091,0.12727272727272726,0.07012987012987013,0.11688311688311688,0.02077922077922078
0.07764705882352942,0.09647058823529411,0.10588235294117647,0.06588235294117648,0.08,0.02588235294117647,0.1623529411764706,0.11294117647058824,0.1623529411764706,0.11058823529411765
0.2017291066282421,0.11527377521613832,0.11815561959654179,0.0893371757925072,0.07204610951008646,0.05187319884726225,0.07492795389048991,0.05187319884726225,0.12968299711815562,0.09510086455331412
0.17692307692307693,0.08461538461538462,0.09743589743589744,0.13076923076923078,0.1,0.08717948717948718,0.05128205128205128,0.07179487179487179,0.11025641025641025,0.08974358974358974
0.16624685138539042,0.06801007556675064,0.09571788413098237,0.09571788413098237,0.042821158690176324,0.0982367758186398,0.10327455919395466,0.09319899244332494,0.16876574307304787,0.06801007556675064
0.14628297362110312,0.05275779376498801,0.11510791366906475,0.1342925659472422,0.09112709832134293,0.10071942446043165,0.045563549160671464,0.11990407673860912,0.09832134292565947,0.09592326139088729
0.13106796116504854,0.04611650485436893,0.09466019417475728,0.11165048543689321,0.0970873786407767,0.11165048543689321,0.05825242718446602,0.14320388349514562,0.10194174757281553,0.10436893203883495
0.10262008733624454,0.04148471615720524,0.12882096069868995,0.11572052401746726,0.09170305676855896,0.10698689956331878,0.07205240174672489,0.1462882096069869,0.09606986899563319,0.0982532751091703
0.08385744234800839,0.0440251572327044,0.1320754716981132,0.10272536687631027,0.09643605870020965,0.1069182389937107,0.09014675052410902,0.1488469601677149,0.09643605870020965,0.09853249475890985
0.06732673267326733,0.04950495049504951,0.12871287128712872,0.08712871287128712,0.1306930693069307,0.08712871287128712,0.09900990099009901,0.10297029702970296,0.10693069306930693,0.1405940594059406
0.14132762312633834,0.08137044967880086,0.11563169164882227,0.10920770877944326,0.139186295503212,0.145610278372591,0.06423982869379015,0.06638115631691649,0.027837259100642397,0.10920770877944326
0.053406998158379376,0.0718232044198895,0.10681399631675875,0.08839779005524862,0.13443830570902393,0.11233885819521179,0.13627992633517497,0.11233885819521179,0.09944751381215469,0.0847145488029466
0.06,0.092,0.122,0.056,0.12,0.09,0.158,0.102,0.112,0.088
0.03941908713692946,0.1078838174273859,0.14522821576763487,0.08298755186721991,0.16597510373443983,0.0995850622406639,0.14315352697095435,0.08298755186721991,0.07468879668049792,0.058091286307053944
0.052742616033755275,0.1308016877637131,0.14556962025316456,0.06962025316455696,0.17088607594936708,0.07805907172995781,0.14345991561181434,0.06962025316455696,0.06962025316455696,0.06962025316455696
0.0757238307349666,0.15367483296213807,0.1447661469933185,0.060133630289532294,0.07126948775055679,0.08685968819599109,0.06904231625835189,0.08685968819599109,0.18485523385300667,0.066815144766147
0.10022271714922049,0.1603563474387528,0.133630289532294,0.04899777282850779,0.1603563474387528,0.0378619153674833,0.133630289532294,0.051224944320712694,0.07349665924276169,0.10022271714922049
0.12873563218390804,0.16551724137931034,0.12413793103448276,0.04367816091954023,0.14482758620689656,0.02528735632183908,0.12183908045977011,0.04597701149425287,0.08275862068965517,0.11724137931034483
0.15839243498817968,0.15839243498817968,0.10874704491725769,0.04491725768321513,0.12529550827423167,0.018912529550827423,0.1111111111111111,0.04728132387706856,0.09692671394799054,0.13002364066193853
0.12727272727272726,0.02727272727272727,0.12121212121212122,0.06666666666666667,0.12121212121212122,0.0696969696969697,0.1393939393939394,0.17272727272727273,0.1393939393939394,0.015151515151515152
0.16463414634146342,0.09959349593495935,0.16463414634146342,0.1016260162601626,0.06910569105691057,0.052845528455284556,0.07113821138211382,0.054878048780487805,0.10569105691056911,0.11585365853658537
0.19951338199513383,0.09245742092457421,0.20194647201946472,0.09245742092457421,0.072992700729927,0.07785888077858881,0.058394160583941604,0.051094890510948905,0.07542579075425791,0.07785888077858881
0.19607843137254902,0.0661764705882353,0.07107843137254902,0.09558823529411764,0.04656862745098039,0.07598039215686274,0.07352941176470588,0.09558823529411764,0.15441176470588236,0.125
0.1778846153846154,0.040865384615384616,0.07211538461538461,0.11057692307692307,0.04326923076923077,0.10096153846153846,0.07451923076923077,0.11057692307692307,0.15865384615384615,0.11057692307692307
0.1473922902494331,0.022675736961451247,0.07709750566893424,0.11791383219954649,0.15192743764172337,0.09070294784580499,0.15419501133786848,0.09070294784580499,0.036281179138321996,0.1111111111111111
0.12272727272727273,0.015909090909090907,0.08863636363636364,0.12954545454545455,0.06136363636363636,0.1409090909090909,0.08863636363636364,0.12727272727272726,0.15,0.075
0.0945054945054945,0.015384615384615385,0.0989010989010989,0.13186813186813187,0.07912087912087912,0.14945054945054945,0.1010989010989011,0.12967032967032968,0.13846153846153847,0.06153846153846154
0.06852248394004283,0.02569593147751606,0.11349036402569593,0.1284796573875803,0.09850107066381156,0.15203426124197003,0.11134903640256959,0.12633832976445397,0.12419700214132762,0.05139186295503212
0.10178571428571428,0.125,0.10535714285714286,0.1,0.10535714285714286,0.10178571428571428,0.09464285714285714,0.039285714285714285,0.09464285714285714,0.13214285714285715
0.04534005037783375,0.07304785894206549,0.04534005037783375,0.07556675062972293,0.163727959697733,0.13350125944584382,0.16120906801007556,0.1309823677581864,0.11586901763224182,0.055415617128463476
0.033402922755741124,0.08559498956158663,0.03549060542797495,0.08559498956158663,0.1440501043841336,0.09812108559498957,0.15657620041753653,0.12108559498956159,0.1419624217118998,0.09812108559498957
0.03941908713692946,0.1078838174273859,0.14522821576763487,0.08298755186721991,0.16597510373443983,0.0995850622406639,0.14315352697095435,0.08298755186721991,0.07468879668049792,0.058091286307053944
0.052742616033755275,0.1308016877637131,0.14556962025316456,0.06962025316455696,0.17088607594936708,0.07805907172995781,0.14345991561181434,0.06962025316455696,0.06962025316455696,0.06962025316455696
