,budget,vote_count,vote_average,popularity,runtime,revenue,profitable,Foreign,Action,Western,Adventure,Fantasy,Comedy,Thriller,Horror,Drama,Crime,Family,Science Fiction,Animation,Documentary,History,Mystery,TV Movie,Romance,Music,War
31,8.301029997835453,3.5478977175630972,5.7,1.6811095266514757,2.1172712956557644,8.691849053841235,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,8.301029997835453,3.621176281775035,6.5,1.9555444864587381,2.155336037465062,8.84863084573538,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,8.230448923932947,3.4536240735914507,6.3,1.8738728568374527,2.100370545117563,8.60212813112935,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,8.301029997835453,3.308350948586726,5.8,1.7074559671801584,2.0293837776852097,8.748073541974145,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
35,8.301029997835453,3.3958503760187813,5.1,1.7232326304151675,2.060697840353612,8.34212878710864,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
36,8.301029997835453,3.6625689669332604,7.6,1.7852972118622974,2.0170333392987803,9.02815208805388,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
37,8.301029997835453,3.3916407034923877,5.9,1.8625064048240387,2.0644579892269186,8.569786939081736,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38,8.27875360323859,3.620864475265121,7.3,2.0141937163218033,2.1398790864012365,9.17789687567713,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8.301029997835453,3.7451528950769,6.7,1.9182131163621639,2.0681858617461617,8.725801412819791,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
40,8.397940010409215,3.780533325316404,7.5,2.0758340519185783,2.12057393120585,8.873821917258581,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,8.290034613589668,3.4148062795010126,5.5,1.6468922042623828,2.060697840353612,8.295979437734609,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,8.176091261950978,3.3651134316275773,6.2,1.8005100587672187,2.0681858617461617,8.525245241481798,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,8.255272507516054,3.6807886115066824,6.7,1.7598430754804832,2.12057393120585,8.61023727270818,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,8.290034613589668,3.5185139398778875,6.1,1.470257667118579,2.1903316981702914,9.05066854417348,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,8.267171730750551,3.397244581010386,5.7,1.8846507147041984,2.089905111439398,8.895773836567656,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8.243038051167977,3.2397998184470986,6.6,1.7217525378339096,1.9731278535996986,8.521041465981398,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
47,8.267171730750551,3.666705136119899,6.7,2.1007645885010695,1.9731278535996986,8.731575234970522,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48,8.255272507516054,3.7991336933020627,7.8,1.828600044827521,1.99563519459755,8.717097606201236,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
49,8.301029997835453,3.690550461510359,5.6,1.665339153928627,2.2013971243204513,8.886295302840292,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,8.301029997835453,3.0398105541483504,6.6,1.6100662426633237,1.9867717342662448,8.5121957588859,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
51,8.245512677684479,3.4423229557455746,5.2,1.93635829353486,2.0969100130080562,8.264788847048035,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,8.255272507516054,3.3857849588433355,5.5,1.6408958463180991,2.041392685158225,8.552355535635556,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,8.25042000474875,3.674125982742708,6.4,2.1469711192459466,2.161368002234975,8.735546835526502,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,8.267171730750551,4.07928980609866,8.2,2.2749031955528314,2.184691430817599,9.001975208981342,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
55,8.243038051167977,3.1535099893008374,6.0,1.5701642615125584,1.9777236052888478,8.581505779159501,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
56,8.146128038780342,3.943346098356591,7.4,2.085379972313044,2.103803720955957,8.767285187146673,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,8.230448923932947,3.330819466495837,7.0,1.5226925189716076,2.103803720955957,8.268975957484637,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
58,8.243038051167977,3.8726806071519295,5.9,1.960175375872266,2.093421685162235,8.872156273331239,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
59,8.243038051167977,3.061452479087193,5.3,1.4484308496736817,1.9867717342662448,8.238046105639167,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,8.25042000474875,3.686546899063006,7.6,1.9055610551001516,2.0569048513364727,8.568836570452735,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,8.243038051167977,3.292920299600006,5.6,1.5295900155066846,2.0755469613925306,8.480680896341443,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
62,8.243038051167977,3.8169700377572995,8.0,2.1127924985270274,1.9777236052888478,8.933290431407947,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
63,8.301029997835453,3.8356905714924254,6.6,1.8937628380863611,2.0969100130080562,8.795138187292482,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,8.230448923932947,3.4940153747571436,5.8,1.8930899610135667,2.1072099696478683,8.598352710964328,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,8.255272507516054,3.652922887567942,7.0,2.047744535540572,1.9912260756924949,8.879978364802518,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
66,8.230448923932947,3.6445370577784075,7.3,2.3887967646581028,2.1172712956557644,8.85165244012945,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
67,8.230448923932947,3.7607993116307177,7.6,1.8646609520549604,2.1367205671564067,8.854164233955181,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,8.217483946845993,3.292256071356476,6.0,1.6536098175998208,1.9731278535996986,8.876564714870629,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
69,8.27875360323859,3.454387467146955,6.2,2.1183022828344655,2.1172712956557644,8.32046684541984,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
70,8.217483946845993,3.7878853509409245,7.8,2.311191223107303,2.012837224705172,8.814317825861945,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
71,8.217483946845993,3.6600112212893308,7.1,1.8016854160619753,2.037426497940624,8.673226378466738,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
72,8.217483946845993,3.396548037987132,4.9,1.6970175769391256,2.0827853703164503,8.590710274211087,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,8.217483946845993,3.6261349786353887,7.5,1.8341870819893122,1.99563519459755,8.694498814464325,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
74,8.230448923932947,3.988692702549817,7.9,2.683135891926774,2.0863598306747484,8.888364088829093,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,8.217483946845993,4.036149629745853,8.1,2.8604864104867085,2.230448921378274,8.829380985455934,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
76,8.204119985370266,4.138397442990546,8.1,2.2268156070686396,2.173186268412274,8.916734314880838,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
77,8.397940010409215,3.9189734304929544,7.0,2.0407985628687952,2.230448921378274,9.00906979415745,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,8.176091261950978,3.517591730711908,7.3,1.787242769704178,2.2227164711475833,8.523658147819736,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
79,8.204119985370266,3.714497408649806,7.1,0.6227499784359246,2.123851640967086,8.548541885857365,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,8.204119985370266,3.600428325732131,6.6,2.108173938694015,2.1398790864012365,8.815197914597952,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81,8.176091261950978,3.16761267272753,5.8,1.5632533770851718,2.041392685158225,8.333011235620221,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,8.204119985370266,2.7664128471123997,5.5,1.345054961053094,2.0,8.259294733793684,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
83,8.230448923932947,3.237040791379191,6.5,1.7579189627593248,2.0569048513364727,8.476208400654585,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,8.204119985370266,3.3577443251803754,6.0,1.6433190807760667,1.9731278535996986,8.902524039951038,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
85,8.204119985370266,3.355834495884936,6.3,1.8071867019501122,2.093421685162235,8.637166574273387,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,8.190331700972191,3.5601458398490475,5.8,2.307587240874222,2.103803720955957,8.644047980167695,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
87,8.176091261950978,3.606488850442648,6.6,1.4227292151806252,2.161368002234975,8.851080790581932,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,8.176091261950978,3.7399676967595092,7.4,1.8984201635854283,2.143014800254095,8.972301325477314,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
89,8.176091261950978,3.748885440009517,7.5,2.0096650835853644,2.1986570869544226,8.9522697343202,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,8.176091261950978,3.47158505418519,6.2,1.7616152367876163,1.968482948553935,8.795205031665299,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,8.176091261950978,3.686099771995916,6.9,1.8565319393917716,2.0086001717619175,8.767414888911254,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
92,8.176091261950978,3.5593080109070123,6.7,1.7396165785314475,2.0644579892269186,8.676665049480668,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,8.176091261950978,3.640481436970422,7.5,1.823978650214467,2.0492180226701815,8.7949916330755,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
94,8.176091261950978,3.866877814337499,7.5,2.0646078099536744,2.1492191126553797,8.573125455565918,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
95,8.176091261950978,3.2579184503140586,6.2,1.654571377729147,1.954242509439325,8.780965284906372,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
96,8.176091261950978,3.2949069106051923,5.9,1.9179337689586864,2.0253058652647704,8.616061682537056,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,8.176091261950978,3.6044420662607233,6.2,0.84225554497157,2.03342375548695,8.571782021144198,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
98,8.176091261950978,3.7239479764316434,7.3,2.220435950770083,2.012837224705172,9.10524408000871,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
99,8.230448923932947,3.677241845946654,6.8,2.0021643116110392,2.0530784434834195,8.809271033731704,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,8.176091261950978,3.9744195738522863,7.2,2.6387672801467343,2.0827853703164503,8.578476853180794,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
101,8.176091261950978,3.814647069451856,6.6,1.9419754127041908,2.0644579892269186,8.652562147821545,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8.176091261950978,3.243286146083446,6.3,1.6319090468435073,1.99563519459755,8.49133366692636,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
103,8.176091261950978,2.708420900134713,5.1,1.4426427635289834,1.9493900066449128,8.46659753565845,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,8.176091261950978,3.1559430179718366,5.5,1.6620740824113007,2.0,8.478566497036683,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,8.176091261950978,3.3656751404559175,5.7,1.7101743191407652,2.0569048513364727,8.39009952270436,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,8.176091261950978,3.5085297189712867,7.1,2.062665590088355,2.12057393120585,8.833994555431426,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8.176091261950978,2.7403626894942437,5.5,1.346637930715232,2.012837224705172,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
108,8.176091261950978,3.068927611682072,5.7,1.48191400493825,1.9637878273455553,8.458780694065235,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
109,8.176091261950978,3.274388795550379,6.7,1.7180640267496887,1.9637878273455553,8.823273521794329,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
110,8.176091261950978,3.061452479087193,4.7,1.541196396915944,2.0170333392987803,8.503113423708218,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,8.176091261950978,3.307282047033346,6.5,1.8067157459761987,2.103803720955957,8.599719376587945,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,8.176091261950978,2.3010299956639813,5.5,1.1258909358029476,1.9493900066449128,7.590983965531242,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
113,8.173186271327003,2.942008053022313,6.0,1.3719934010439812,1.9344984512435677,7.8092856994899575,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
114,8.146128038780342,3.038620161949703,5.8,1.7416194704751635,2.1271047983648077,8.635454709437901,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,8.158362495111184,3.3310221710418286,5.3,1.8274859740148475,2.0681858617461617,8.360115142405002,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,8.146128038780342,3.4934580509951885,6.0,1.9653562362525938,1.9493900066449128,8.645244195690353,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,7.845098046218464,2.9253120914996495,5.5,1.5635008417841731,2.0644579892269186,8.291670436056977,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118,8.16136800523011,3.2052043639481447,6.7,1.7615367823509183,1.9822712330395684,8.716980096868193,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
119,8.16136800523011,3.5991185650553628,6.8,1.8963871438311002,2.1271047983648077,8.84180566397943,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,8.16136800523011,3.28397928423848,7.1,1.797876891690129,1.9912260756924949,8.487055853100525,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
121,8.000000004342946,2.797959643737196,5.9,1.4176239270086886,1.9590413923210936,8.305407508054783,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,8.146128038780342,3.2837533833325265,5.6,2.011144935323234,2.1789769472931693,8.42818636991788,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,8.143014803378517,3.7214808547700495,6.8,1.9216998213820196,2.0863598306747484,8.914717806953034,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,8.16136800523011,3.4923412532549745,7.6,2.0052402024356906,2.012837224705172,8.784705033361416,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
125,8.113943355647564,3.4490153163477864,7.0,1.818218455102212,2.214843848047698,8.26777927795781,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
126,8.146128038780342,3.8480658954039915,6.6,1.877982878664094,2.0969100130080562,8.568869993811736,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127,8.130333771712003,2.9360107957152097,6.0,1.6085727016811324,2.110589710299249,8.558507454025884,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,8.176091261950978,2.8981764834976764,6.9,1.579475263825022,2.143014800254095,8.326358623918434,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,8.113943355647564,2.5728716022004803,5.8,1.2735452469945967,2.0043213737826426,8.177266509939358,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
130,8.146128038780342,3.000434077479319,6.0,1.6550511828195018,2.0827853703164503,8.26327046836426,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
131,8.130333771712003,3.805976350717563,7.3,2.0070470603442216,2.1958996524092336,8.726686877248293,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
132,8.130333771712003,3.031408464251624,6.1,1.6605370442867544,1.9867717342662448,8.451127101349082,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
133,8.130333771712003,3.3121773564397787,6.6,1.4901485997571953,2.03342375548695,8.39044864384866,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
134,7.845098046218464,3.460747541844197,7.3,1.666344799184875,2.0644579892269186,8.646231286887714,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
135,8.113943355647564,3.497758718287268,6.9,1.9329283588189838,1.9590413923210936,8.800541511553005,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
136,8.113943355647564,3.7694511794020378,7.0,2.0831212264216736,2.0718820073061255,8.715428329735241,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
137,8.113943355647564,3.812646016233119,7.4,1.888236341761106,2.167317334748176,8.928100479215994,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138,8.130333771712003,3.1818435879447726,6.8,1.8093784581852885,1.9777236052888478,8.566874522506788,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
139,8.041392689106356,3.3209766773428235,6.2,1.6974859803042177,2.0043213737826426,8.467355111231438,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
140,8.096910016482413,3.3712526291249394,5.6,1.673166182455549,2.146128035678238,8.55947268092466,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,8.113943355647564,3.3142886609474975,6.7,1.9587468121438802,2.03342375548695,8.570472970805765,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
142,8.113943355647564,3.2830749747354715,6.7,1.8435893015136846,1.9822712330395684,8.507703719242032,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
143,8.096910016482413,3.8455321174935753,7.5,2.045261746773428,2.184691430817599,8.98966137389247,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,8.113943355647564,3.1007150865730817,5.4,1.6068977609147201,1.9867717342662448,7.789922521072172,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
145,8.146128038780342,3.844228581301628,7.5,2.4361195161163245,2.1583624920952498,8.816248742608254,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,8.096910016482413,3.747023177451628,6.6,2.3164466562709682,2.093421685162235,8.876275721489627,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
147,8.096910016482413,3.4321672694425884,6.5,1.6657047613768678,2.1760912590556813,8.8852596805174,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
148,8.012837228921624,2.9907826918031377,6.3,1.6374921311343418,2.012837224705172,8.699133646931783,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
149,8.096910016482413,3.3872118003137306,7.1,0.9167548498432663,2.1172712956557644,8.796669836969285,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
150,8.096910016482413,3.5896145406312665,7.0,1.9164519534228133,2.113943352306837,8.524545406756348,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
